timestamp,query_type,hit,latency_ms,zone,cache_key
1777488284837,q5,1,4,Z3,N/A
1777488284838,q3,1,5,Z4,N/A
1777488284839,q3,1,4,Z1,N/A
1777488284840,q4,1,5,Z2,N/A
1777488284845,q1,1,6,Z2,N/A
1777488284846,q3,1,7,Z1,N/A
1777488284847,q2,1,6,Z1,N/A
1777488284848,q4,0,22,Z4,N/A
1777488284850,q5,0,23,Z1,N/A
1777488284851,q4,0,31,Z2,N/A
1777488284852,q5,0,33,Z3,N/A
1777488284854,q3,0,34,Z4,N/A
1777488284856,q4,0,39,Z2,N/A
1777488284857,q3,0,36,Z1,N/A
1777488284858,q1,0,39,Z2,N/A
1777488284859,q3,0,42,Z1,N/A
1777488284860,q2,0,42,Z1,N/A
